ROOM_CODE|ROOM_DESCRIPTION|ROOM_TYPE|ROOM_TYPEDESCRIPTION|ROOM_CHARACTERISTIC|ROOM_CHARACTERISTICDESCRIPTION|
STU.2D-NM|STUDIO TWO DOUBLE BEDS NON SMOKING|STU|STUDIO|2D-NM|TWO DOUBLE BEDS NON SMOKING|
STU.2D-OF|STUDIO OCEAN FRONT TWO DOUBLE BEDS|STU|STUDIO|2D-OF|OCEAN FRONT TWO DOUBLE BEDS|
STU.2D-SU|STUDIO SUPERIOR TWO DOUBLE BEDS|STU|STUDIO|2D-SU|SUPERIOR TWO DOUBLE BEDS|
STU.2D-VP|STUDIO POOL VIEW TWO DOUBLE BEDS|STU|STUDIO|2D-VP|POOL VIEW TWO DOUBLE BEDS|
STU.2K|STUDIO TWO KING BEDS|STU|STUDIO|2K|TWO KING BEDS|
STU.2K-1|STUDIO TWO KING BEDS|STU|STUDIO|2K-1|TWO KING BEDS|
STU.2Q|STUDIO TWO QUEEN BEDS|STU|STUDIO|2Q|TWO QUEEN BEDS|
STU.2Q-1|STUDIO TWO QUEEN BEDS|STU|STUDIO|2Q-1|TWO QUEEN BEDS|
STU.2Q-2|STUDIO TWO QUEEN BEDS|STU|STUDIO|2Q-2|TWO QUEEN BEDS|
STU.2Q-3|STUDIO TWO QUEEN BEDS|STU|STUDIO|2Q-3|TWO QUEEN BEDS|
STU.2Q-4|STUDIO TWO QUEEN BEDS|STU|STUDIO|2Q-4|TWO QUEEN BEDS|
STU.2Q-CV|STUDIO CITY VIEW TWO QUEEN BEDS|STU|STUDIO|2Q-CV|CITY VIEW TWO QUEEN BEDS|
STU.2Q-DX|STUDIO DELUXE TWO QUEEN BEDS|STU|STUDIO|2Q-DX|DELUXE TWO QUEEN BEDS|
STU.2Q-GV|STUDIO GARDEN VIEW TWO QUEEN BEDS|STU|STUDIO|2Q-GV|GARDEN VIEW TWO QUEEN BEDS|
STU.2Q-NM|STUDIO TWO QUEEN BEDS NON SMOKING|STU|STUDIO|2Q-NM|TWO QUEEN BEDS NON SMOKING|
STU.2Q-OV|STUDIO OCEAN VIEW TWO QUEEN BEDS|STU|STUDIO|2Q-OV|OCEAN VIEW TWO QUEEN BEDS|
STU.2W-B1|STUDIO ONE BEDROOM TWO BATHROOMS|STU|STUDIO|2W-B1|ONE BEDROOM TWO BATHROOMS|
STU.3B|STUDIO THREE BEDS|STU|STUDIO|3B|THREE BEDS|
STU.AC|STUDIO WITH AIR CONDITIONING|STU|STUDIO|AC|WITH AIR CONDITIONING|
STU.AC-1|STUDIO WITH AIR CONDITIONING|STU|STUDIO|AC-1|WITH AIR CONDITIONING|
STU.AC-C2|STUDIO CAPACITY 2 WITH AIR CONDITIONING|STU|STUDIO|AC-C2|CAPACITY 2 WITH AIR CONDITIONING|
STU.AC-DX|STUDIO DELUXE WITH AIR CONDITIONING|STU|STUDIO|AC-DX|DELUXE WITH AIR CONDITIONING|
STU.AC-SU|STUDIO SUPERIOR WITH AIR CONDITIONING|STU|STUDIO|AC-SU|SUPERIOR WITH AIR CONDITIONING|
STU.AS|STUDIO CLASSIC|STU|STUDIO|AS|CLASSIC|
STU.AS-1|STUDIO CLASSIC|STU|STUDIO|AS-1|CLASSIC|
STU.AS-2|STUDIO CLASSIC|STU|STUDIO|AS-2|CLASSIC|
STU.AS-3|STUDIO CLASSIC|STU|STUDIO|AS-3|CLASSIC|
STU.AS-B1|STUDIO CLASSIC ONE BEDROOM|STU|STUDIO|AS-B1|CLASSIC ONE BEDROOM|
STU.AS-BL|STUDIO CLASSIC WITH BALCONY|STU|STUDIO|AS-BL|CLASSIC WITH BALCONY|
STU.AS-GV|STUDIO CLASSIC GARDEN VIEW|STU|STUDIO|AS-GV|CLASSIC GARDEN VIEW|
STU.AS-KG|STUDIO CLASSIC KING BED|STU|STUDIO|AS-KG|CLASSIC KING BED|
STU.AS-TR|STUDIO CLASSIC WITH TERRACE|STU|STUDIO|AS-TR|CLASSIC WITH TERRACE|
STU.AS-VM|STUDIO CLASSIC SEA VIEW|STU|STUDIO|AS-VM|CLASSIC SEA VIEW|
STU.AS-VP|STUDIO CLASSIC POOL VIEW|STU|STUDIO|AS-VP|CLASSIC POOL VIEW|
STU.AX|STUDIO ANNEX|STU|STUDIO|AX|ANNEX|
STU.AX-1|STUDIO ANNEX|STU|STUDIO|AX-1|ANNEX|
STU.B1|STUDIO ONE BEDROOM|STU|STUDIO|B1|ONE BEDROOM|
STU.B1-1|STUDIO ONE BEDROOM|STU|STUDIO|B1-1|ONE BEDROOM|
STU.B1-2|STUDIO ONE BEDROOM|STU|STUDIO|B1-2|ONE BEDROOM|
STU.B1-C1|STUDIO CAPACITY 1 ONE BEDROOM|STU|STUDIO|B1-C1|CAPACITY 1 ONE BEDROOM|
STU.B1-C2|STUDIO CAPACITY 2 ONE BEDROOM|STU|STUDIO|B1-C2|CAPACITY 2 ONE BEDROOM|
STU.B1-C3|STUDIO CAPACITY 3 ONE BEDROOM|STU|STUDIO|B1-C3|CAPACITY 3 ONE BEDROOM|
STU.B1-C4|STUDIO CAPACITY 4 ONE BEDROOM|STU|STUDIO|B1-C4|CAPACITY 4 ONE BEDROOM|
STU.B1-C6|STUDIO CAPACITY 6 ONE BEDROOM|STU|STUDIO|B1-C6|CAPACITY 6 ONE BEDROOM|
STU.B1-DX|STUDIO DELUXE ONE BEDROOM|STU|STUDIO|B1-DX|DELUXE ONE BEDROOM|
STU.B1-EJ|STUDIO EXECUTIVE ONE BEDROOM|STU|STUDIO|B1-EJ|EXECUTIVE ONE BEDROOM|
STU.B1-GV|STUDIO GARDEN VIEW ONE BEDROOM|STU|STUDIO|B1-GV|GARDEN VIEW ONE BEDROOM|
STU.B1-KG|STUDIO KING BED ONE BEDROOM |STU|STUDIO|B1-KG|KING BED ONE BEDROOM |
STU.B1-OV|STUDIO OCEAN VIEW ONE BEDROOM|STU|STUDIO|B1-OV|OCEAN VIEW ONE BEDROOM|
STU.B1-PE|STUDIO PREMIER ONE BEDROOM|STU|STUDIO|B1-PE|PREMIER ONE BEDROOM|
STU.B1-PI|STUDIO PREMIUM ONE BEDROOM|STU|STUDIO|B1-PI|PREMIUM ONE BEDROOM|
STU.B1-SU|STUDIO SUPERIOR ONE BEDROOM|STU|STUDIO|B1-SU|SUPERIOR ONE BEDROOM|
STU.B2|STUDIO TWO BEDROOMS|STU|STUDIO|B2|TWO BEDROOMS|
STU.B2-C3|STUDIO CAPACITY 3 TWO BEDROOMS|STU|STUDIO|B2-C3|CAPACITY 3 TWO BEDROOMS|
STU.B2-C4|STUDIO CAPACITY 4 TWO BEDROOMS|STU|STUDIO|B2-C4|CAPACITY 4 TWO BEDROOMS|
STU.B2-C6|STUDIO CAPACITY 6 TWO BEDROOMS|STU|STUDIO|B2-C6|CAPACITY 6 TWO BEDROOMS|
STU.B2-C8|STUDIO CAPACITY 8 TWO BEDROOMS|STU|STUDIO|B2-C8|CAPACITY 8 TWO BEDROOMS|
STU.B2-DX|STUDIO DELUXE TWO BEDROOM|STU|STUDIO|B2-DX|DELUXE TWO BEDROOM|
STU.B2-NM|STUDIO TWO BEDROOMS NON SMOKING|STU|STUDIO|B2-NM|TWO BEDROOMS NON SMOKING|
STU.B2-OV|STUDIO OCEAN VIEW TWO BEDROOMS|STU|STUDIO|B2-OV|OCEAN VIEW TWO BEDROOMS|
STU.B2-PE|STUDIO PREMIER TWO BEDROOMS|STU|STUDIO|B2-PE|PREMIER TWO BEDROOMS|
STU.B2-PI|STUDIO PREMIUM TWO BEDROOMS|STU|STUDIO|B2-PI|PREMIUM TWO BEDROOMS|
STU.B2-SU|STUDIO SUPERIOR TWO BEDROOMS|STU|STUDIO|B2-SU|SUPERIOR TWO BEDROOMS|
STU.B2-VM|STUDIO SEA VIEW TWO BEDROOMS|STU|STUDIO|B2-VM|SEA VIEW TWO BEDROOMS|
STU.B3|STUDIO THREE BEDROOMS|STU|STUDIO|B3|THREE BEDROOMS|
STU.B3-DX|STUDIO DELUXE THREE BEDROOM|STU|STUDIO|B3-DX|DELUXE THREE BEDROOM|
STU.BF|STUDIO BEACH FRONT|STU|STUDIO|BF|BEACH FRONT|
STU.BF-DX|STUDIO DELUXE BEACH FRONT|STU|STUDIO|BF-DX|DELUXE BEACH FRONT|
STU.BK|STUDIO BUNK BED|STU|STUDIO|BK|BUNK BED|
STU.BL|STUDIO WITH BALCONY|STU|STUDIO|BL|WITH BALCONY|
STU.BL-1|STUDIO WITH BALCONY|STU|STUDIO|BL-1|WITH BALCONY|
STU.BL-2|STUDIO WITH BALCONY|STU|STUDIO|BL-2|WITH BALCONY|
STU.BL-3|STUDIO WITH BALCONY|STU|STUDIO|BL-3|WITH BALCONY|
STU.BL-4|STUDIO WITH BALCONY|STU|STUDIO|BL-4|WITH BALCONY|
STU.BL-DX|STUDIO DELUXE WITH BALCONY|STU|STUDIO|BL-DX|DELUXE WITH BALCONY|
STU.BL-GV|STUDIO GARDEN VIEW WITH BALCONY|STU|STUDIO|BL-GV|GARDEN VIEW WITH BALCONY|
STU.BL-OV|STUDIO OCEAN VIEW WITH BALCONY|STU|STUDIO|BL-OV|OCEAN VIEW WITH BALCONY|
STU.BL-SS|STUDIO SIDE SEA VIEW WITH BALCONY|STU|STUDIO|BL-SS|SIDE SEA VIEW WITH BALCONY|
STU.BL-SU|STUDIO SUPERIOR WITH BALCONY|STU|STUDIO|BL-SU|SUPERIOR WITH BALCONY|
STU.BL-VM|STUDIO SEA VIEW WITH BALCONY|STU|STUDIO|BL-VM|SEA VIEW WITH BALCONY|
STU.BS|STUDIO BUSINESS|STU|STUDIO|BS|BUSINESS|
STU.BS-1|STUDIO BUSINESS|STU|STUDIO|BS-1|BUSINESS|
STU.BS-2|STUDIO BUSINESS|STU|STUDIO|BS-2|BUSINESS|
STU.BS-3|STUDIO BUSINESS|STU|STUDIO|BS-3|BUSINESS|
STU.BS-KG|STUDIO BUSINESS KING BED|STU|STUDIO|BS-KG|BUSINESS KING BED|
STU.BV|STUDIO BAY VIEW|STU|STUDIO|BV|BAY VIEW|
STU.BV-DX|STUDIO DELUXE BAY VIEW|STU|STUDIO|BV-DX|DELUXE BAY VIEW|
STU.BV-KG|STUDIO BAY VIEW KING BED|STU|STUDIO|BV-KG|BAY VIEW KING BED|
STU.C1|STUDIO CAPACITY 1|STU|STUDIO|C1|CAPACITY 1|
STU.C1-1|STUDIO CAPACITY 1|STU|STUDIO|C1-1|CAPACITY 1|
STU.C1-2|STUDIO CAPACITY 1|STU|STUDIO|C1-2|CAPACITY 1|
STU.C1-3|STUDIO CAPACITY 1|STU|STUDIO|C1-3|CAPACITY 1|
STU.C1-4|STUDIO CAPACITY 1|STU|STUDIO|C1-4|CAPACITY 1|
STU.C2|STUDIO CAPACITY 2|STU|STUDIO|C2|CAPACITY 2|
STU.C2-1|STUDIO CAPACITY 2|STU|STUDIO|C2-1|CAPACITY 2|
STU.C2-2|STUDIO CAPACITY 2|STU|STUDIO|C2-2|CAPACITY 2|
STU.C2-3|STUDIO CAPACITY 2|STU|STUDIO|C2-3|CAPACITY 2|
STU.C2-4|STUDIO CAPACITY 2|STU|STUDIO|C2-4|CAPACITY 2|
STU.C2-DX|STUDIO DELUXE CAPACITY 2|STU|STUDIO|C2-DX|DELUXE CAPACITY 2|
STU.C2-EJ|STUDIO EXECUTIVE CAPACITY 2|STU|STUDIO|C2-EJ|EXECUTIVE CAPACITY 2|
STU.C2-GV|STUDIO GARDEN VIEW CAPACITY 2|STU|STUDIO|C2-GV|GARDEN VIEW CAPACITY 2|
STU.C2-SU|STUDIO SUPERIOR CAPACITY 2|STU|STUDIO|C2-SU|SUPERIOR CAPACITY 2|
STU.C2-VM|STUDIO SEA VIEW CAPACITY 2|STU|STUDIO|C2-VM|SEA VIEW CAPACITY 2|
STU.C3|STUDIO CAPACITY 3|STU|STUDIO|C3|CAPACITY 3|
STU.C3-1|STUDIO CAPACITY 3|STU|STUDIO|C3-1|CAPACITY 3|
STU.C3-2|STUDIO CAPACITY 3|STU|STUDIO|C3-2|CAPACITY 3|
STU.C3-3|STUDIO CAPACITY 3|STU|STUDIO|C3-3|CAPACITY 3|
STU.C3-SU|STUDIO SUPERIOR CAPACITY 3|STU|STUDIO|C3-SU|SUPERIOR CAPACITY 3|
STU.C3-VM|STUDIO SEA VIEW CAPACITY 3|STU|STUDIO|C3-VM|SEA VIEW CAPACITY 3|
STU.C4|STUDIO CAPACITY 4|STU|STUDIO|C4|CAPACITY 4|
STU.C4-1|STUDIO CAPACITY 4|STU|STUDIO|C4-1|CAPACITY 4|
STU.C4-2|STUDIO CAPACITY 4|STU|STUDIO|C4-2|CAPACITY 4|
STU.C4-DX|STUDIO DELUXE CAPACITY 4|STU|STUDIO|C4-DX|DELUXE CAPACITY 4|
STU.C4-SU|STUDIO SUPERIOR CAPACITY 4|STU|STUDIO|C4-SU|SUPERIOR CAPACITY 4|
STU.C4-VM|STUDIO SEA VIEW CAPACITY 4|STU|STUDIO|C4-VM|SEA VIEW CAPACITY 4|
STU.C5|STUDIO CAPACITY 5|STU|STUDIO|C5|CAPACITY 5|
STU.C5-1|STUDIO CAPACITY 5|STU|STUDIO|C5-1|CAPACITY 5|
STU.C5-VM|STUDIO SEA VIEW CAPACITY 5|STU|STUDIO|C5-VM|SEA VIEW CAPACITY 5|
STU.C6|STUDIO CAPACITY 6|STU|STUDIO|C6|CAPACITY 6|
STU.C7|STUDIO CAPACITY 7|STU|STUDIO|C7|CAPACITY 7|
STU.C8|STUDIO CAPACITY 8|STU|STUDIO|C8|CAPACITY 8|
STU.C8-FH|STUDIO CAPACITY 8 WITH SHARED BATHROOM|STU|STUDIO|C8-FH|CAPACITY 8 WITH SHARED BATHROOM|
STU.CB|STUDIO CLUB|STU|STUDIO|CB|CLUB|
STU.CB-1|STUDIO CLUB|STU|STUDIO|CB-1|CLUB|
STU.CB-DX|STUDIO CLUB DELUXE|STU|STUDIO|CB-DX|CLUB DELUXE|
STU.CB-EJ|STUDIO CLUB EXECUTIVE|STU|STUDIO|CB-EJ|CLUB EXECUTIVE|
STU.CB-GD|STUDIO CLUB GRAND|STU|STUDIO|CB-GD|CLUB GRAND|
STU.CB-HV|STUDIO CLUB HARBOUR VIEW|STU|STUDIO|CB-HV|CLUB HARBOUR VIEW|
STU.CB-KG|STUDIO CLUB KING BED|STU|STUDIO|CB-KG|CLUB KING BED|
STU.CB-OV|STUDIO CLUB OCEAN VIEW|STU|STUDIO|CB-OV|CLUB OCEAN VIEW|
STU.CB-QN|STUDIO CLUB QUEEN BED|STU|STUDIO|CB-QN|CLUB QUEEN BED|
STU.CB-VM|STUDIO CLUB SEA VIEW|STU|STUDIO|CB-VM|CLUB SEA VIEW|
STU.CM|STUDIO CONNECTING ROOM|STU|STUDIO|CM|CONNECTING ROOM|
STU.CV|STUDIO CITY VIEW|STU|STUDIO|CV|CITY VIEW|
STU.CV-1|STUDIO CITY VIEW|STU|STUDIO|CV-1|CITY VIEW|
STU.CV-2|STUDIO CITY VIEW|STU|STUDIO|CV-2|CITY VIEW|
STU.CV-4|STUDIO CITY VIEW|STU|STUDIO|CV-4|CITY VIEW|
STU.CV-DX|STUDIO DELUXE CITY VIEW|STU|STUDIO|CV-DX|DELUXE CITY VIEW|
STU.CV-DX-KG|STUDIO DELUXE CITY VIEW KING BED|STU|STUDIO|CV-DX-KG|DELUXE CITY VIEW KING BED|
STU.CV-EJ|STUDIO EXECUTIVE CITY VIEW|STU|STUDIO|CV-EJ|EXECUTIVE CITY VIEW|
STU.CV-GR|STUDIO GUEST ROOM CITY VIEW|STU|STUDIO|CV-GR|GUEST ROOM CITY VIEW|
STU.CV-KG|STUDIO CITY VIEW KING BED|STU|STUDIO|CV-KG|CITY VIEW KING BED|
STU.CV-LX|STUDIO LUXURY CITY VIEW|STU|STUDIO|CV-LX|LUXURY CITY VIEW|
STU.CV-PI|STUDIO PREMIUM CITY VIEW|STU|STUDIO|CV-PI|PREMIUM CITY VIEW|
STU.CV-QN|STUDIO CITY VIEW QUEEN BED|STU|STUDIO|CV-QN|CITY VIEW QUEEN BED|
STU.CV-SU|STUDIO SUPERIOR CITY VIEW|STU|STUDIO|CV-SU|SUPERIOR CITY VIEW|
STU.DB|STUDIO WITH DOUBLE BED|STU|STUDIO|DB|WITH DOUBLE BED|
STU.DB-1|STUDIO WITH DOUBLE BED|STU|STUDIO|DB-1|WITH DOUBLE BED|
STU.DB-SU|STUDIO SUPERIOR WITH DOUBLE BED|STU|STUDIO|DB-SU|SUPERIOR WITH DOUBLE BED|
STU.DP|STUDIO DUPLEX|STU|STUDIO|DP|DUPLEX|
STU.DP-1|STUDIO DUPLEX|STU|STUDIO|DP-1|DUPLEX|
STU.DX|STUDIO DELUXE|STU|STUDIO|DX|DELUXE|
STU.DX-1|STUDIO DELUXE|STU|STUDIO|DX-1|DELUXE|
STU.DX-2|STUDIO DELUXE|STU|STUDIO|DX-2|DELUXE|
STU.DX-3|STUDIO DELUXE|STU|STUDIO|DX-3|DELUXE|
STU.DX-4|STUDIO DELUXE|STU|STUDIO|DX-4|DELUXE|
STU.DX-5|STUDIO DELUXE|STU|STUDIO|DX-5|DELUXE|
STU.DX-6|STUDIO DELUXE|STU|STUDIO|DX-6|DELUXE|
STU.DX-7|STUDIO DELUXE|STU|STUDIO|DX-7|DELUXE|
STU.DX-8|STUDIO DELUXE|STU|STUDIO|DX-8|DELUXE|
STU.DX-9|STUDIO DELUXE|STU|STUDIO|DX-9|DELUXE|
STU.DX-EJ|STUDIO DELUXE EXECUTIVE|STU|STUDIO|DX-EJ|DELUXE EXECUTIVE|
STU.DX-GD|STUDIO GRAND DELUXE|STU|STUDIO|DX-GD|GRAND DELUXE|
STU.DX-GR|STUDIO DELUXE GUEST ROOM|STU|STUDIO|DX-GR|DELUXE GUEST ROOM|
STU.DX-GV|STUDIO DELUXE GARDEN VIEW|STU|STUDIO|DX-GV|DELUXE GARDEN VIEW|
STU.DX-JA|STUDIO DELUXE WITH JACUZZI|STU|STUDIO|DX-JA|DELUXE WITH JACUZZI|
STU.DX-KG|STUDIO DELUXE KING BED|STU|STUDIO|DX-KG|DELUXE KING BED|
STU.DX-KT|STUDIO DELUXE WITH KITCHENETTE|STU|STUDIO|DX-KT|DELUXE WITH KITCHENETTE|
STU.DX-LK|STUDIO DELUXE LAKE VIEW|STU|STUDIO|DX-LK|DELUXE LAKE VIEW|
STU.DX-OF|STUDIO DELUXE OCEAN FRONT|STU|STUDIO|DX-OF|DELUXE OCEAN FRONT|
STU.DX-OF-TR|STUDIO DELUXE OCEAN FRONT WITH TERRACE|STU|STUDIO|DX-OF-TR|DELUXE OCEAN FRONT WITH TERRACE|
STU.DX-OV|STUDIO DELUXE OCEAN VIEW|STU|STUDIO|DX-OV|DELUXE OCEAN VIEW|
STU.DX-PE|STUDIO DELUXE PREMIER|STU|STUDIO|DX-PE|DELUXE PREMIER|
STU.DX-PI|STUDIO DELUXE PREMIUM|STU|STUDIO|DX-PI|DELUXE PREMIUM|
STU.DX-PO|STUDIO DELUXE PARTIAL OCEAN VIEW|STU|STUDIO|DX-PO|DELUXE PARTIAL OCEAN VIEW|
STU.DX-PP|STUDIO DELUXE WITH PRIVATE POOL|STU|STUDIO|DX-PP|DELUXE WITH PRIVATE POOL|
STU.DX-PV|STUDIO DELUXE PARK VIEW|STU|STUDIO|DX-PV|DELUXE PARK VIEW|
STU.DX-QN|STUDIO DELUXE QUEEN BED|STU|STUDIO|DX-QN|DELUXE QUEEN BED|
STU.DX-RE|STUDIO DELUXE RESORT VIEW|STU|STUDIO|DX-RE|DELUXE RESORT VIEW|
STU.DX-RV|STUDIO DELUXE RIVER VIEW|STU|STUDIO|DX-RV|DELUXE RIVER VIEW|
STU.DX-SS|STUDIO DELUXE SIDE SEA VIEW|STU|STUDIO|DX-SS|DELUXE SIDE SEA VIEW|
STU.DX-SU|STUDIO DELUXE SUPERIOR|STU|STUDIO|DX-SU|DELUXE SUPERIOR|
STU.DX-TR|STUDIO DELUXE WITH TERRACE|STU|STUDIO|DX-TR|DELUXE WITH TERRACE|
STU.DX-VG|STUDIO DELUXE GOLF VIEW|STU|STUDIO|DX-VG|DELUXE GOLF VIEW|
STU.DX-VL|STUDIO DELUXE LAGOON VIEW|STU|STUDIO|DX-VL|DELUXE LAGOON VIEW|
STU.DX-VM|STUDIO DELUXE SEA VIEW|STU|STUDIO|DX-VM|DELUXE SEA VIEW|
STU.DX-VN|STUDIO DELUXE MOUNTAIN VIEW|STU|STUDIO|DX-VN|DELUXE MOUNTAIN VIEW|
STU.DX-VP|STUDIO DELUXE POOL VIEW|STU|STUDIO|DX-VP|DELUXE POOL VIEW|
STU.DX-WV|STUDIO DELUXE WITH VIEWS|STU|STUDIO|DX-WV|DELUXE WITH VIEWS|
STU.EJ|STUDIO EXECUTIVE|STU|STUDIO|EJ|EXECUTIVE|
STU.EJ-1|STUDIO EXECUTIVE|STU|STUDIO|EJ-1|EXECUTIVE|
STU.EJ-2|STUDIO EXECUTIVE|STU|STUDIO|EJ-2|EXECUTIVE|
STU.EJ-3|STUDIO EXECUTIVE|STU|STUDIO|EJ-3|EXECUTIVE|
STU.EJ-4|STUDIO EXECUTIVE|STU|STUDIO|EJ-4|EXECUTIVE|
STU.EJ-KG|STUDIO EXECUTIVE KING BED|STU|STUDIO|EJ-KG|EXECUTIVE KING BED|
STU.EJ-QN|STUDIO EXECUTIVE QUEEN BED|STU|STUDIO|EJ-QN|EXECUTIVE QUEEN BED|
STU.EJ-VM|STUDIO EXECUTIVE SEA VIEW|STU|STUDIO|EJ-VM|EXECUTIVE SEA VIEW|
STU.EY|STUDIO ECONOMY|STU|STUDIO|EY|ECONOMY|
STU.EY-1|STUDIO ECONOMY|STU|STUDIO|EY-1|ECONOMY|
STU.EY-PI|STUDIO ECONOMY PREMIUM|STU|STUDIO|EY-PI|ECONOMY PREMIUM|
STU.FA|STUDIO FEMALE ROOM|STU|STUDIO|FA|FEMALE ROOM|
STU.FH|STUDIO WITH SHARED BATHROOM|STU|STUDIO|FH|WITH SHARED BATHROOM|
STU.FV|STUDIO FOUNTAIN VIEW|STU|STUDIO|FV|FOUNTAIN VIEW|
STU.GD|STUDIO GRAND|STU|STUDIO|GD|GRAND|
STU.GD-1|STUDIO GRAND|STU|STUDIO|GD-1|GRAND|
STU.GD-2|STUDIO GRAND|STU|STUDIO|GD-2|GRAND|
STU.GR|STUDIO GUEST ROOM|STU|STUDIO|GR|GUEST ROOM|
STU.GR-1|STUDIO GUEST ROOM|STU|STUDIO|GR-1|GUEST ROOM|
STU.GR-2|STUDIO GUEST ROOM|STU|STUDIO|GR-2|GUEST ROOM|
STU.GV|STUDIO GARDEN VIEW|STU|STUDIO|GV|GARDEN VIEW|
STU.GV-1|STUDIO GARDEN VIEW|STU|STUDIO|GV-1|GARDEN VIEW|
STU.GV-2|STUDIO GARDEN VIEW|STU|STUDIO|GV-2|GARDEN VIEW|
STU.GV-3|STUDIO GARDEN VIEW|STU|STUDIO|GV-3|GARDEN VIEW|
STU.GV-4|STUDIO GARDEN VIEW|STU|STUDIO|GV-4|GARDEN VIEW|
STU.GV-KG|STUDIO GARDEN VIEW KING BED|STU|STUDIO|GV-KG|GARDEN VIEW KING BED|
STU.GV-PI|STUDIO PREMIUM GARDEN VIEW|STU|STUDIO|GV-PI|PREMIUM GARDEN VIEW|
STU.GV-SU|STUDIO SUPERIOR GARDEN VIEW|STU|STUDIO|GV-SU|SUPERIOR GARDEN VIEW|
STU.HM|STUDIO HONEYMOON|STU|STUDIO|HM|HONEYMOON|
STU.HM-1|STUDIO HONEYMOON|STU|STUDIO|HM-1|HONEYMOON|
STU.HV|STUDIO HARBOUR VIEW|STU|STUDIO|HV|HARBOUR VIEW|
STU.HV-PE|STUDIO PREMIER HARBOUR VIEW|STU|STUDIO|HV-PE|PREMIER HARBOUR VIEW|
STU.IN|STUDIO INNER|STU|STUDIO|IN|INNER|
STU.IN-1|STUDIO INNER|STU|STUDIO|IN-1|INNER|
STU.IN-2|STUDIO INNER|STU|STUDIO|IN-2|INNER|
STU.JA|STUDIO WITH JACUZZI|STU|STUDIO|JA|WITH JACUZZI|
STU.JA-1|STUDIO WITH JACUZZI|STU|STUDIO|JA-1|WITH JACUZZI|
STU.JA-2|STUDIO WITH JACUZZI|STU|STUDIO|JA-2|WITH JACUZZI|
STU.JA-3|STUDIO WITH JACUZZI|STU|STUDIO|JA-3|WITH JACUZZI|
STU.JA-KG|STUDIO KING BED WITH JACUZZI|STU|STUDIO|JA-KG|KING BED WITH JACUZZI|
STU.JE|STUDIO JAPANESE ROOM|STU|STUDIO|JE|JAPANESE ROOM|
STU.KG|STUDIO KING SIZE BED|STU|STUDIO|KG|KING SIZE BED|
STU.KG-1|STUDIO KING SIZE BED|STU|STUDIO|KG-1|KING SIZE BED|
STU.KG-2|STUDIO KING SIZE BED|STU|STUDIO|KG-2|KING SIZE BED|
STU.KG-3|STUDIO KING SIZE BED|STU|STUDIO|KG-3|KING SIZE BED|
STU.KG-4|STUDIO KING SIZE BED|STU|STUDIO|KG-4|KING SIZE BED|
STU.KG-5|STUDIO KING SIZE BED|STU|STUDIO|KG-5|KING SIZE BED|
STU.KG-6|STUDIO KING SIZE BED|STU|STUDIO|KG-6|KING SIZE BED|
STU.KG-7|STUDIO KING SIZE BED|STU|STUDIO|KG-7|KING SIZE BED|
STU.KG-NM|STUDIO KING BED NON SMOKING|STU|STUDIO|KG-NM|KING BED NON SMOKING|
STU.KG-OF|STUDIO OCEAN FRONT KING BED|STU|STUDIO|KG-OF|OCEAN FRONT KING BED|
STU.KG-OV|STUDIO OCEAN VIEW KING BED|STU|STUDIO|KG-OV|OCEAN VIEW KING BED|
STU.KG-PE|STUDIO PREMIER KING BED|STU|STUDIO|KG-PE|PREMIER KING BED|
STU.KG-PI|STUDIO PREMIUM KING BED|STU|STUDIO|KG-PI|PREMIUM KING BED|
STU.KG-PO|STUDIO PARTIAL OCEAN VIEW KING BED|STU|STUDIO|KG-PO|PARTIAL OCEAN VIEW KING BED|
STU.KG-SU|STUDIO SUPERIOR KING BED|STU|STUDIO|KG-SU|SUPERIOR KING BED|
STU.KG-VM|STUDIO SEA VIEW KING BED|STU|STUDIO|KG-VM|SEA VIEW KING BED|
STU.KG-VP|STUDIO POOL VIEW KING BED|STU|STUDIO|KG-VP|POOL VIEW KING BED|
STU.KT|STUDIO WITH KITCHENETTE|STU|STUDIO|KT|WITH KITCHENETTE|
STU.KT-1|STUDIO WITH KITCHENETTE|STU|STUDIO|KT-1|WITH KITCHENETTE|
STU.KT-2|STUDIO WITH KITCHENETTE|STU|STUDIO|KT-2|WITH KITCHENETTE|
STU.LK|STUDIO LAKE VIEW|STU|STUDIO|LK|LAKE VIEW|
STU.LK-1|STUDIO LAKE VIEW|STU|STUDIO|LK-1|LAKE VIEW|
STU.LV|STUDIO LAND VIEW|STU|STUDIO|LV|LAND VIEW|
STU.LV-1|STUDIO LAND VIEW|STU|STUDIO|LV-1|LAND VIEW|
STU.LV-3|STUDIO LAND VIEW|STU|STUDIO|LV-3|LAND VIEW|
STU.LX|STUDIO LUXURY|STU|STUDIO|LX|LUXURY|
STU.LX-1|STUDIO LUXURY|STU|STUDIO|LX-1|LUXURY|
STU.LX-OV|STUDIO LUXURY OCEAN VIEW|STU|STUDIO|LX-OV|LUXURY OCEAN VIEW|
STU.LX-PO|STUDIO LUXURY PARTIAL OCEAN VIEW|STU|STUDIO|LX-PO|LUXURY PARTIAL OCEAN VIEW|
STU.LX-VM|STUDIO LUXURY SEA VIEW|STU|STUDIO|LX-VM|LUXURY SEA VIEW|
STU.MV|STUDIO MARINA VIEW|STU|STUDIO|MV|MARINA VIEW|
